case_id,ED,ET,NCR,TC,WT,model
UCSF-PDGM-0240,0.974477958236659,1.0,1.0,1.0,0.974477958236659,Fold_3
UCSF-PDGM-0244,0.9815258985297618,0.7175572519083969,1.0,0.7175572519083969,0.9822459267918463,Fold_3
UCSF-PDGM-0261,0.9368640618640619,1.0,1.0,1.0,0.9368640618640619,Fold_3
UCSF-PDGM-0288,0.3230269810015433,0.8122652085832858,0.8883984867591425,0.9590826320192923,0.8930938813483296,Fold_3
UCSF-PDGM-0333,0.7574037793086014,0.9497359671425778,0.9116279069767442,0.9553303303303303,0.7737763935435737,Fold_3
UCSF-PDGM-0335,0.9520435725988575,0.9753719214901863,0.9912935323383084,0.9920818006110107,0.9750919165242607,Fold_3
UCSF-PDGM-0356,0.9652231380226193,0.9564010767907196,0.9724125162007036,0.9782908339076499,0.9776136951512017,Fold_3
UCSF-PDGM-0358,0.9433563781686649,0.9415049248430974,0.9889295165754227,0.9893792383933229,0.9722127038517673,Fold_3
UCSF-PDGM-0360,0.8899187081789526,0.9579381155269959,0.9915884540463963,0.988830781736892,0.9632574379864698,Fold_3
UCSF-PDGM-0366,0.9368779991050902,0.9349588223850593,0.9925856110587497,0.9837252121648219,0.9663846799093359,Fold_3
UCSF-PDGM-0377,0.9291549432424566,0.9491714327614019,0.9819641188919181,0.9840385738487454,0.9647470404788461,Fold_3
UCSF-PDGM-0379,0.9204656888313965,0.9691034839376899,0.9668499083791438,0.9870075440067058,0.9465873233145541,Fold_3
UCSF-PDGM-0414,0.9244447751199732,0.9659869924415538,0.986985944820406,0.9834544098555368,0.9587395098093703,Fold_3
UCSF-PDGM-0478,0.9651022430411674,1.0,1.0,1.0,0.9651022430411674,Fold_3
UCSF-PDGM-0485,0.9195772827491827,0.0,0.0,0.0,0.9479849145899578,Fold_3
UCSF-PDGM-0497,0.9677853612614733,0.9365370014738065,0.9511627906976744,0.9406907229796568,0.976516858222918,Fold_3
UCSF-PDGM-0503,0.9507942486208654,0.9765020820939917,0.9260543038705951,0.9855994822285745,0.9611358728116528,Fold_3
UCSF-PDGM-0509,0.8900620417371686,0.9073549639938506,0.9343103899502748,0.9443757725587144,0.9269316585406164,Fold_3
UCSF-PDGM-0525,0.912735761663023,0.7729062202146616,0.6031927023945268,0.7782885841220785,0.8887147689688166,Fold_3
UCSF-PDGM-0529,0.7585405289576042,0.6674962926090698,0.6872665409223714,0.7917771266452723,0.9791401211134027,Fold_3
UCSF-PDGM-0532,0.9387589692245345,0.9466183574879227,0.9790148961617919,0.9857527035532414,0.9599501901524585,Fold_3
UCSF-PDGM-0536,0.9201455791051166,0.95371145793681,0.9708959088555152,0.973973556019485,0.9535822501209053,Fold_3
UCSF-PDGM-0540,0.9473988885458475,1.0,1.0,1.0,0.9473988885458475,Fold_3
UCSF-PDGM-0004,0.9261648348606074,0.9554353670493722,0.9699372315824248,0.9795088980150581,0.971510624690792,Fold_4
UCSF-PDGM-0007,0.9546658597690597,0.9152827204428627,0.9084976025572722,0.9628695025234318,0.962983582930558,Fold_4
UCSF-PDGM-0014,0.7888400232342357,0.8577805006126379,0.9076923076923077,0.9316297524576572,0.8384585324796344,Fold_4
UCSF-PDGM-0016,0.34220198584672773,0.8213516347345343,0.8543094235242347,0.9294758452099823,0.9171320415276789,Fold_4
UCSF-PDGM-0036,0.43792766373411535,0.7303664921465969,0.0,0.7462068965517241,0.5942228968308726,Fold_4
UCSF-PDGM-0039,0.9589276879947229,0.9412842355958597,0.8123924268502581,0.9537310836667247,0.9627236725599136,Fold_4
UCSF-PDGM-0066,0.5535019455252919,0.8374836173001311,0.7485380116959064,0.8791985857395404,0.7102771561370288,Fold_4
UCSF-PDGM-0074,0.790647064513009,0.8772994163872776,0.7465753424657534,0.9027243667753817,0.9152215933102861,Fold_4
UCSF-PDGM-0079,0.9512734564685298,0.9783929653222697,0.8389760528488852,0.9823288556856548,0.9747609821173332,Fold_4
UCSF-PDGM-0084,0.9477613598489056,0.9360256652198528,0.8971698113207547,0.9836905243294245,0.9702060598852249,Fold_4
UCSF-PDGM-0085,0.9572323072875559,0.8994152046783626,0.0,0.9242640754501286,0.9593436287451756,Fold_4
UCSF-PDGM-0088,0.9314480142793395,0.6657894736842105,0.0,0.6932989690721649,0.9388512775715222,Fold_4
UCSF-PDGM-0089,0.9270518354376813,0.8650290522941294,0.8698153078583798,0.9354954701435952,0.9787461383010848,Fold_4
UCSF-PDGM-0091,0.6606995884773662,0.9014587212911235,0.8660194174757282,0.9629629629629629,0.8986528649561355,Fold_4
UCSF-PDGM-0096,0.9276489789345242,0.8405929758233012,0.9350793783190147,0.9166801976293754,0.9713046743462093,Fold_4
UCSF-PDGM-0107,0.9244275869961499,0.8996178094273675,0.9306911551474142,0.9324674056350408,0.9439344483161962,Fold_4
UCSF-PDGM-0116,0.9685150457788796,0.9576107538574027,0.9884369313846334,0.9840114887505984,0.9847736283435312,Fold_4
UCSF-PDGM-0121,0.9484502506016248,0.9720552752796666,0.9706457925636007,0.9864740643466842,0.9692628926709205,Fold_4
UCSF-PDGM-0156,0.9562810883341109,0.8920823654474586,0.3236459709379128,0.8822502136513952,0.9762333486449242,Fold_4
UCSF-PDGM-0159,0.9146405564316012,0.9408345705531163,0.9194649771207322,0.9838428328463652,0.9420160465081789,Fold_4
UCSF-PDGM-0176,0.812747930482164,0.8929993872549019,0.8921517671517671,0.9351632749645055,0.8970589696951625,Fold_4
UCSF-PDGM-0197,0.8919281991893457,0.9218258876969562,0.9777272264285471,0.9732856522422125,0.9606052351607913,Fold_4
UCSF-PDGM-0200,0.7019825535289452,0.8744922403916259,0.9103603603603604,0.9778691629240842,0.950377886148797,Fold_4
UCSF-PDGM-0207,0.922555363778961,0.9535377622117068,0.9782161104191556,0.9823584428987626,0.9509760491420809,Fold_4
UCSF-PDGM-0227,0.6764482544384268,0.9138348116576431,0.8906890841930964,0.9670564119726411,0.834497017577467,Fold_4
UCSF-PDGM-0231,0.958676095636696,1.0,1.0,1.0,0.958676095636696,Fold_4
UCSF-PDGM-0235,0.9685862350064051,1.0,1.0,1.0,0.9685862350064051,Fold_4
UCSF-PDGM-0240,0.95146902365169,1.0,1.0,1.0,0.95146902365169,Fold_4
UCSF-PDGM-0244,0.9798290974437965,0.26804123711340205,1.0,0.26804123711340205,0.9811645402793285,Fold_4
UCSF-PDGM-0261,0.9496319815269159,1.0,1.0,1.0,0.9496319815269159,Fold_4
UCSF-PDGM-0288,0.3834869389758412,0.7953561668428717,0.8826093665612221,0.9570973277764158,0.9044151871799987,Fold_4
UCSF-PDGM-0333,0.7647832138990566,0.955078125,0.9166666666666666,0.9602698650674663,0.7800636727606001,Fold_4
UCSF-PDGM-0335,0.9536171532361671,0.9730874657363568,0.9905307749813107,0.991278345377523,0.9764142394822006,Fold_4
UCSF-PDGM-0356,0.9648944336614014,0.9449147759340784,0.9638451203126909,0.9734800231615518,0.9778486236152443,Fold_4
UCSF-PDGM-0358,0.9573542411758929,0.9462559325013183,0.9884588175846387,0.990945715828384,0.9794765367403689,Fold_4
UCSF-PDGM-0360,0.8932551062851639,0.9604259243732707,0.9931842893892381,0.9888403372264908,0.9641104038892773,Fold_4
UCSF-PDGM-0366,0.9419998488398458,0.9357428454491075,0.9912616314770204,0.9843822158780805,0.9689611839041066,Fold_4
UCSF-PDGM-0377,0.9297182143894646,0.9491638272040105,0.9835221225482743,0.9833240099535117,0.9651513394410298,Fold_4
UCSF-PDGM-0379,0.9272350584201836,0.9746527091974455,0.9761238267742467,0.9887122566080331,0.9519442486429137,Fold_4
UCSF-PDGM-0414,0.9316363434554586,0.9670850827767746,0.9883895131086142,0.9834450300686695,0.96332558911384,Fold_4
UCSF-PDGM-0478,0.9578603247593045,1.0,1.0,1.0,0.9578603247593045,Fold_4
UCSF-PDGM-0485,0.9523302830389444,0.0,1.0,0.0,0.9635633618550655,Fold_4
UCSF-PDGM-0497,0.9627095640695518,0.9486783540739395,0.9080962800875274,0.9543868829583115,0.9704344319790323,Fold_4
UCSF-PDGM-0503,0.9549626681047183,0.9763157894736842,0.9188879335053024,0.9862167943892334,0.9643914724033911,Fold_4
UCSF-PDGM-0509,0.8959781246439558,0.9322074027306447,0.9623268698060942,0.9555924083287267,0.9292291327327726,Fold_4
UCSF-PDGM-0525,0.8884004573751747,0.7836765698852127,0.38303341902313626,0.7531700669972369,0.8907014929911515,Fold_4
UCSF-PDGM-0529,0.7830789102079332,0.6950102195422052,0.7012440335250122,0.8037874039127709,0.9894809587411705,Fold_4
UCSF-PDGM-0532,0.9423369461874881,0.941147859922179,0.9716164383561644,0.9870309527926682,0.9611753420507901,Fold_4
UCSF-PDGM-0536,0.9282885648503454,0.9585685212917099,0.9598153394187389,0.9804351492663181,0.9575473571343474,Fold_4
UCSF-PDGM-0540,0.9650360676416099,1.0,1.0,1.0,0.9650360676416099,Fold_4
