case_id,ED,ET,NCR,TC,WT,model
UCSF-PDGM-0509,0.8859240687679083,0.915824357912179,0.9294087001823391,0.9531711609780628,0.9230946996583087,Fold_1
UCSF-PDGM-0525,0.9177707321189618,0.7776204265392826,0.8296178343949044,0.7884310459024948,0.8858059559853586,Fold_1
UCSF-PDGM-0529,0.6610733368431665,0.6200376426558744,0.21358067245323223,0.5369458128078818,0.9879090933142842,Fold_1
UCSF-PDGM-0532,0.9346916325896166,0.9424603174603174,0.9743310854905373,0.9867887356588249,0.9557342361404993,Fold_1
UCSF-PDGM-0536,0.9111708067972594,0.9557034656873996,0.9705882352941176,0.9755852282250405,0.9467372134038801,Fold_1
UCSF-PDGM-0540,0.9644416223509802,1.0,1.0,1.0,0.9644416223509802,Fold_1
UCSF-PDGM-0004,0.9282979936470014,0.9556182088890297,0.9717216888070499,0.9791974002095226,0.9727770734157836,Fold_2
UCSF-PDGM-0007,0.954016368053369,0.9151138716356108,0.9022687609075044,0.9640165855417343,0.9621684386551269,Fold_2
UCSF-PDGM-0014,0.7754473233412917,0.8489703532753418,0.9069035720895798,0.9245905573219749,0.8223688025957139,Fold_2
UCSF-PDGM-0016,0.4894179894179894,0.8194312101443963,0.8262783496526906,0.9293796517239133,0.9299841626459431,Fold_2
UCSF-PDGM-0036,0.43138496976677226,0.7195107327017628,0.0,0.7349160393746381,0.5904761904761905,Fold_2
UCSF-PDGM-0039,0.9596243167646078,0.9453551912568307,0.8303886925795053,0.9563485189676079,0.9632202954586198,Fold_2
UCSF-PDGM-0066,0.569015444015444,0.7,0.6624203821656051,0.7472838923004251,0.6797636160357771,Fold_2
UCSF-PDGM-0074,0.8466730038022814,0.9150880659687256,0.7773993187737929,0.9397799451598348,0.928735664611869,Fold_2
UCSF-PDGM-0079,0.9559595330133105,0.9764658663845003,0.8542372881355932,0.9799978569132407,0.9785563502315763,Fold_2
UCSF-PDGM-0084,0.9504855007342787,0.934218009478673,0.8941213160767192,0.9837215576940372,0.971927911466085,Fold_2
UCSF-PDGM-0085,0.9677995314418998,0.908991825613079,0.0,0.9319818618298212,0.9696509479332777,Fold_2
UCSF-PDGM-0088,0.9268544984347352,0.667574931880109,0.0,0.696,0.934187008136588,Fold_2
UCSF-PDGM-0089,0.9457913014718042,0.8671122200916246,0.9220511140235911,0.9476773171097483,0.9805431292925314,Fold_2
